"whiskey_id","author_id","review"
1388,12,"Herbal citrus and subtle oak aromas mingle with grape soda ground ginger iced tea and cinnamon Teddy Grahams on the nose. Medium-bodied and well-spiced it’s a little hot but softens with water and develops nicely in the glass showing flavors of chocolate nuts grape jelly and blueberry compote. The finish is sweet with cooked berries chocolate oak and subtle spice. Made by Valentine Distilling Co. in Ferndale Michigan."
1389,8,"Certainly one for the oak lover the nose is dominated by fresh lumber dusty floorboard and toasty wood notes with sweet vanilla hazelnut cedar and dark berry buried beneath. The palate is similarly oak-driven with grape skins tea leaves and robust wood tannins leading to a finish that is dry and somewhat austere with bitter chocolate and modest spice flavors."
1390,12,"Delicate and dessert-like on the nose: pistachio and vanilla rice pudding milk chocolate cherry pie filling grape soda honey-roasted peanuts and iced tea. Naturally it’s very sweet and almost syrupy at times with powdered sugar orange cherry rose water milk chocolate and cinnamon; the mouthfeel is silky bordering on light. It finishes simply with milk chocolate candied nuts and vanilla."
1391,12,"Aromatic and expressive on the nose with grapefruit lemon and orange peels kiwi green apple Hi-Chew melon and a hint of pine and dried leaves. The palate is light-bodied and clean with citrus peel melon soft spice sarsaparilla and milk chocolate. It finishes short and gentle but tasty with candied rose petal dried kiwi and grape Fun Dip. While many beer-barrel finishes come on too strong this one succeeds with subtlety."
1392,8,"Despite some obvious youth the aromas here are enjoyable as Honey Nut Cheerios and bake shop sticky buns and cinnamon rolls hearken to the primary grain flavors. Fruity banana Raisinets and lots of fresh oak are apparent. Marmalade and citrus oil flavors are tasty but the gingerbread heat and raw oak suggest it would benefit from additional maturation."
1393,2,"From Washington D.C.-based distiller Republic Restoratives this is an Indiana-made bourbon aged 5 years and then finished in armagnac casks for about 8 weeks. The nose offers light notes of dried figs and fragrant herbs as well as a distinct back note of earthiness. Nutty oily and somewhat dry on the palate with spice and restraining oak tannins leading to a finish that’s also dry but with flavors of vanilla and light nuttiness. (14000 bottles)"
1394,12,"The nose is light sweet and mildly chalky like talcum powder or freshly whipped meringue; it also has pistachio pudding and hints of flavored tobacco. On the palate embers burn gently beneath apple almond and milk chocolate with a pleasantly silky mouthfeel. The medium-length finish rounds things out with smoked vanilla sugar dark-roast coffee and bittersweet oak. This has plenty of personality but a light touch."
1395,9,"Ripe fruit (peach apricot golden raisin) on the front of the palate followed by layered sweet notes of caramel butterscotch and toffee finishing with oak dried vanilla and a hint of cinnamon. Great mouthfeel. Each barrel is unique in flavor profile. There’s no barrel number identified on the label so the one you buy may vary slightly. Having said this the barrel I reviewed was very enjoyable."
1396,12,"This is more about mashbill than barrel a fine showcase of grain. Light and sweet on the nose with peanuts nougat creamed corn banana pudding coconut cake and Popsicle stick; water brings out fresh apple. It stays consistent on the palate showcasing the purity and sweetness of the grain: cream vanilla taffy toasted coconut and toasted wood. It finishes with peanuts toasted coconut clean grain and oak."
1397,12,"Like opening a lunchbox in elementary school: you’ll find the distinct aromas of peanut butter sandwich with strawberry jam and a smear of Marshmallow Fluff plus a Little Debbie Oatmeal Cream Pie and some apple blossom and tea rose. Soft and sweet in the mouth with plenty of fruit and flowers: banana split topped with crushed pistachios rose oil white chocolate halva. This whiskey is finished in charred maple barrels and undergoes a second filtration with the Lincoln County Process."
1398,5,"Starting with floral fruit and perfume notes its prominent bouquet barely allows the undertones of honeysuckle spice and oak to shine through. On the palate honey canned peaches tobacco and crème brûlée lead the way just before an explosion of vanilla layers the palate in the form of cake batter icing and a white fudge-dipped Oreo. However bitterness sets in causing a slight unbalance and lingers toward the medium finish."
1399,5,"No two Angels Envy Cask Strengths offer the same aromas. Here cotton candy honey roasted pecan and chocolate malt. Then a strange turn on the palate; roasted corn dark chocolate honey syrup mashed cherry caramel Scotch ale and cinnamon. Smoked cherrywood hickory milk chocolate strawberry preserves orange peel and peach cobbler. What were once multiple fruit flavors now become a single cherry turnover with a sprinkle of cinnamon. It finishes medium with cherry."
1400,5,"Confectionary goodies all around. Vanilla caramel with milk and chocolates: dark Mexican sweet and white. Lots of chocolate. It’s soft and gentle with zero spice only rich chocolate and caramel with hints of grain and fruit but this richness cannot be overstated. If you love chocolate and caramel this is your dream bourbon. It finishes long and strong with a hint of—you guessed it—chocolate. Price is per 375ml"
1401,5,"Slow-roasted corn marzipan cinnamon nutmeg and kettle corn start this experience and slowly fade to corn on the cob with butter salt and pepper. Then it’s apple cider vinegar deep-fried mushrooms and Nutella. Fried pie dough and hints of chocolate appear before a medium finish that has a hint of toffee."
1402,11,"Less driving aroma than Batch 005; lower floor? Both are a mashbill of 70/26/4% corn/rye/malt. More corn and cinnamon and bread dough in the nose here. A lot like 005 but more sweet cornmeal less spice less height in the mouth and the finish is sweeter and longer. Might be that farmer’s younger brother; this one’s only 8 years old. Still good a bit less complex. Sourced whiskey."
1403,9,"Aged over 6 years this is a rather feminine version of Booker’s. It’s sweet relatively gentle compared to previous releases and quite fragrant (bordering on perfumed—especially on the nose). Creamy vanilla coats the palate with suggestions of coconut macaroon and marzipan. Dried spice (cinnamon mint) and drying oak on the finish keep the sweetness in check."
1404,11,"Fresh-shucked sweet corn on the nose a wisp of hot clove spice some fresh grassiness; a clean aroma. True on the palate with a bit of fresh cob as well and firm oak. Lean and a bit leathery in the Woodford style but lighter in the mouth; is the lightness from the white corn? I like this; I tend to give Woodford a bit more latitude in these essays."
1405,9,"An accidental “mingling” of rye whiskey with bourbon resulting in a product that acts like bourbon with an unusually high percentage of rye in the mashbill. It shows with vibrant notes of warming cinnamon fresh mint nutmeg licorice root and a hint of tellicherry pepper. All this is soothed by vanilla caramel and subtle honeyed citrus. Lively distinctive and versatile."
1406,12,"A light and sweet bourbon with butterscotch candy toasted coconut lemon curd marshmallow and a bit of chalkiness on the nose. The palate is floral tending toward cedar and sandalwood perfume with marzipan milk chocolate and orange. It finishes with hookah tobacco toasted oak and almonds."
1407,8,"A solid basic bourbon with pure sweetness honey marzipan and wildflower notes. The sweet drive is nicely backed with drying oak on the pronounced finish like sucking on a sweet and woody cherry Popsicle stick. A simple and enjoyable crowd pleaser and smaller sibling to the Barrel Proof our 2017 Whisky of the Year."
1408,8,"The dried fruit almost like Fruit Roll-Ups quickly veers toward circus peanuts candy taffy and bubble gum with notes of herbs— especially dill. The palate remains a bit of a fruit bomb with banana peach puree dried papaya and other tropical fruits then clove and allspice add some complexity. A flavorful if slightly peculiar bourbon dominated by tutti-frutti flavors and dill."
1409,8,"Redolent of marshmallow and vanilla this is restrained on the nose but revels in pretty sweetness with peaches and cream ripe banana and circus peanuts candies. On the palate this collaboration with actor Matthew McConaughey betrays some of its Wild Turkey pedigree capturing the house earthiness. For its modest proof it pours a bit hot on the palate with plenty of oak tannins making it a nice sipper on the rocks or with water. Value pick"
1410,12,"The nose is loaded with jasmine orange blossoms fresh peaches gummy bears red wine grape fruit leather and lashings of vanilla. In the mouth it’s a mixed berry bonanza—raspberry blueberry and strawberry—with cherry Red Vines chocolate and a hint of tobacco leaf. Though light with a somewhat short finish it’s well-balanced and tasty."
1411,12,"This undergoes secondary maturation in heavily toasted and smoked new charred oak barrels but you wouldn’t know it from the delicate nose redolent with white flowers Asian pear cardamom toasted almonds and milk chocolate; the only hint is a bit of burnt sugar and dry leaves. On the palate those special barrels reveal themselves with flavors of cedar black pepper chipotle and barbecue potato chips as well as apple pecan and milk chocolate. The finish has chili-chocolate and long polished oak."
1412,12,"Unbaked pastry dough swirled with brown sugar and chopped almonds meets orange blossom water cream soda coconut flakes and pistachio pudding. There’s more pastry toasted coconut and almonds cinnamon brown sugar and orange on the palate along with plenty of oak. A splash of water goes a long way to emphasize the prettier flavors while playing down some of the youthful heat."
1413,12,"Fruity and fresh there are aromas of Juicy Fruit gum honeydew underripe bananas and floral notes—a garden in bloom. The palate retains freshness with herbaceous flavors of parsley and cucumber as well as melon licorice white pepper and a pop of cumin. Oak pepper licorice and bouquet garni on the finish. Unconventional but enjoyable flavors driven by the still."
1414,2,"Fresh oak on the nose floral notes baked apple bananas and chocolate malt. The palate is light and slightly green with herbal parsley notes lime and lemon then expanding to vanilla bitter chocolate peanut shells pepper and tobacco. The finish is chocolaty with more notes of peanut as well as orange peel herbaceousness and peppery heat."
1415,11,"After regular bourbon maturation this is finished in a barrel made from toasted wood with no charring (and no age statement). The wood character of the nose is restrained; corn vanilla some nuts and light citrus but just a light hint of oak spice. Complex mouth: corn pudding cornmeal sugar cookies caramel pawpaw jackfruit and a real creaminess that stretches into the finish…where we get the delayed oak. Mature whiskey smooth young whiskey lively and a good price too. Sourced whiskey."
1416,12,"A blend of straight bourbons and American whiskeys all aged at least 4 years this is fruit cocktail in a glass: cherries blackberries wild strawberries and sweet orange along with allspice clove nutmeg and a hint of cedar. Sweet viscous and full in the mouth with more fruit (cooked cherry orange peel peach) spices and plenty of oak all the way to the finish."
1417,9,"Soft elegant and nicely rounded with honeyed orchard fruit and gentle spice on a bed of vanilla and caramel. Very versatile; a pleasing unchallenging bourbon to suit most moods and situations. I actually like it better than the new older 10 year old expression (reviewed in this issue) because it is so beautifully balanced."
1418,9,"The oak staves are placed in a “hot box” at 133 degrees and then steamed before being built up into a barrel. Aged over 16 years this is pleasant whiskey (if not overly complex) with caramel tropical fruit marzipan a hint of toasted coconut and a nice creamy texture. My favorite of the two experimental releases. Price is per 375ml."
1419,12,"Pineapple rings lemon and orange wedges and brown sugar aromas offset fresh pine and a bundle of herbs: basil tarragon fennel. The chewy palate is herbal and savory with licorice dark chocolate roasted cherry and plenty of oak yielding to pineapple orange and lemon on the finish. The bump-up in proof from its non-bonded sibling bourbon yields nice results when adding water which softens and expands the flavors."
1420,9,"Triple distilled. (Twice in Kentucky once in Virginia.) Gritty and gripping on the palate showing dry vibrant oak spice (particularly warming cinnamon and mouth-coating vanilla) but with candied fruit toffee pot still rum and caramel-coated nuts to keep it interesting. Polished leather and tobacco on the finish. (A Julio’s Liquors exclusive.)"
1421,8,"The oak juts out a bit in this otherwise fresh and pleasant bourbon where toasted oak meets cake batter Honey Nut Cheerios and porridge with pecans. It’s lacking much in the way of a ‘wow factor’ but following the slightly tart fruit palate is a redeeming finish balancing tasty apricot and bright citrus peel with drying oak tannins."
1422,12,"The nose is dark and roasty: clay dried leaves walnut and pecan shells cacao nibs dried chiles tobacco leaf and darjeeling tea as well as hints of tropical fruit. Full-bodied and oak-driven on the palate with spiced tea-leaf complexity highlighted by tobacco leaf cinnamon clove allspice black pepper mint oil chocolate and roasted corn. Continued chocolate oak and spice into the finish interwoven with cigar wrapper and pops of licorice and mint."
1423,2,"Licorice black tea lemon green apple pomegranate and almond on the nose. The palate is fruity smooth and light up front with notes of dried orange slices orange Creamsicle lemon curd and accents of nuttiness. The finish offers more orange as well as flavors of vanilla cream and sweet raspberry all spiced with an overlay of white pepper. Wispy and lacking deep complexity but with balanced sweetness and some very pleasant notes."
1424,12,"The nose starts with anise cookies and butterscotch then reveals magnolia leaf bergamot sarsaparilla and tea leaves. Barrel-driven the palate is peppery minty and a little piney with bitter chocolate and roasted nuts. More black pepper chocolate peppermint stick and bitter oak into the short finish. Water recommended. (278 bottles)"
1425,12,"Fresh green and earthy: bell pepper jalapeño unshucked corn and lime leaf as well as cacao nibs cedar cigar box and cinnamon. More peppers on the palate this time dried and smoked along with roasted pecans chocolate nuts bitter oak and a hint of tobacco. The finish is short and light; a little more proof would go a long way."
1426,12,"Bright with lemon and lime as well as gardenias and peonies—a fresh garden on the nose; there’s also uncooked corn on the cob mint toothpaste tea leaf and pecan shell. The palate is spiced and oak-forward countered by grape jelly dark chocolate coffee bean and hints of tobacco. It’s occasionally jumbled even into the finish which has roasted pecans pipe tobacco leather and black pepper."
1427,12,"There are nostalgic bubble gum notes on the nose—Bazooka and Big League Chew—as well as orange sherbet strawberry shortcake cherry pie snickerdoodles and milk chocolate. Sweet and fruit-forward on the palate with grape jelly cherry preserves chocolate cinnamon clove and a hint of rose water. It finishes a bit short and soft rolling out spiced oak and a bouquet of candied violets. (700 bottles)"
1428,9,"This new Jack Daniel’s offering is marketed as being “bold and smooth.” It certainly is bolder when compared to the standard Jack Daniel’s offering with a mélange of corn creamy vanilla toasted caramel bright citrus and dry resinous oak spiked with cinnamon. The smoothness ends however when the oak grip intensifies on the finish. Adding ice does tame the oak if that’s your thing. Still I’d prefer the oak be more restrained. Price is per liter."
1429,2,"A nose of peanut oil roasted pecans dried figs crushed herbs dark fruit and a light note of dunnage house floor. The palate is layered with flavors of allspice dark fruit bitter orange dark chocolate and cherry balanced against drying oak and a light hint of musty attic. The finish dials up notes of fresh blueberry pie honeyed nuts peanut butter cookies sweet red fruits pancake syrup and wood spice."
4645,9,"Amber chestnut color. Aromas are rich and express great depth with highlights of ripe fruit and wood spices. Well-rounded flavors are balanced very nicely with a gentle sweetness up front that marries well with ripe fruit becoming dry with background wood spice notes."
1430,5,"From the folks at Willett distillery Noah’s Mill has less than 20 barrels in a batch and will include 15 year old barrels in the dump. The deep amber color prepares the nose for what promises to be an exciting ride. Aromas of ginger plums cinnamon fresh-baked cornbread and fresh-squeezed cherries. The warm palate packs caramel nutmeg and vanilla with lovely cinnamon on the finish. Sourced whiskey."
1431,11,"Sweet reek of the warehouse; sugary bourbon drooling and drying on oak staves the richly boozy air dusty wood. It’s all here like Bardstown in a bottle. Enters with authority a hot rush of corn solidly oak-edged sizzling with allspice and cinnamon and backed with a solid strop of leather. Then the sun comes up: a sweet glowing finish. Beautifully bridges the gap between young and old bourbon and an absolute steal at the price."
1432,9,"A blend of two different bourbons—one 6 years old the other 10 years old—with different mashbills. Nicely balanced sweet notes (caramel butterscotch) fruit (orange sultana cherry) and gentle spice (vanilla cinnamon). Nothing fancy or exotic here; just a solid versatile well-rounded bourbon. (Available at the High West General Store.)"
1433,8,"The nose on this is lovely and seductive with a gingerbread cookie quality coupled with leather and baking spices. The palate is lively and warming with root beer spices but its character is overshadowed by the intensity of the toasted barrel and feels just a bit hollow beneath all that lavish oak."
1434,5,"Quite an unusual start: melted butter poured over brown rice followed by caramel vanilla and fried sweet potatoes. Although the ABV suggests it’s light the body actually holds up quite well with notes of banana quince marzipan bread pudding and vanilla. Alas the short finish doesn’t follow suit only offering a hint of caramel."
1435,12,"Candy apple and artificial fruit notes like Kool-Aid powder dominate the nose which overall is fairly reticent. Semi-sweet chocolate peanuts orange oil apple peels white pepper and cinnamon as well as plenty of oak on the simple palate. The finish is peppery with plenty of oak and pops of orange. A few drops of water help this whiskey hang together."
1436,5,"It begins with notes of brown sugar Nutter Butter hazelnut nutmeg and vanilla with hints of roasted nuts. They’re pronounced and rounded with secondary and tertiary notes introducing malt cornbread and salt water taffy. The medium finish offers a hint of bacon bits."
1437,12,"A sweet and fragrant nose with orange blossom confectioners’ sugar coconut vanilla almond nougat and a hint of tart green papaya. Sweetness is borne out by the palate’s milk chocolate and nougat studded with orange peel as well as vanilla pudding brown sugar raw pecans and a hint of white pepper. More milk chocolate and vanilla on the short finish. Some winning qualities though overall this whiskey feels a bit rushed."
1438,5,"Think corn: roasted canned creamed mashed pan-fried in salsa and in bread. The corn pops early and often. This complements hazelnut caramel pudding and baking spices. A drop of water really opens this up softening the corn-heavy notes and bringing forth fruits and spices. Even the finish is better with water. Perhaps this whiskey was meant to have a lower proof."
1439,12,"The nose is nutty sweet with marmalade on toast and caramel apple and spiced like gingerbread sprinkled with dried cherries and Craisins. The palate is hotter than expected at this proof tannic with oak and spiced with cinnamon candy dried ginger and red pepper; spearmint emerges with water. More cinnamon chocolate coffee bean and sweet oak on the finish. This updated blend of the Fusion series has a rougher character than previous iterations."
1440,13,"Comprised of 60% corn 20% wheat 11% malted barley and 9% rye this whiskey has hay fresh apricot wood shavings and vanilla sugar on the nose. With water lemon and fresh berries atop pancakes emerge. The silky palate trends toward sweet though with plenty of oak gentle spice roasted almonds and Hershey’s chocolate. The spice turns zestier with a spray of citrus oil when water is added. The finish overlays generous tobacco on oak."
1441,12,"An unconventional mix of aromas: pistachios in the shell jasmine tea banana peel butterscotch and furniture polish. Robust oak tussles with grain-forward distillate on the palate supported by spice roasted nuts cacao nibs and peppermint stick; water brings out burnt marshmallow and cinnamon stick. It finishes on a peppery and peppermint note dotted with cacao peppery spice and charred oak."
1442,5,"Straw color and extremely light in aromatics this whiskey starts earthy and goes spicy with Hatch chili allspice and jalapeño cornbread leading the way. Then the sweeter side kicks in with powdered sugar donuts caramel chew and vanilla latte coming through. Spice takes over toward the finish line in a hefty medium finish. Perfect for cocktails. Price is per 375 ml."
1443,11,"Hot wet oak berries Red Hots and wet cornmeal. Closer to the nose it’s sharper and woodier. Lots of wood on the entry but sweet corn and cloved hard candy too with heat from the 100 proof that lingers through the oaky finish. At 7 years this is extra-spicy and a touch of water tames the heat and the oak. Bowman’s still finding its way but the path seems right."
1444,2,"Initially the nose is herbal with emerging notes of new oak baked apple sassafras spice and old leather. The palate is earthy and herbal with pulling oak tannins while water smooths out the heat and coaxes out more spice. The finish offers some classic bourbon notes but is somewhat lacking in balance. There are some youthful notes in the blend that don’t seem to offer much depth and complexity. (12000 bottles)"
1445,2,"The nose is a medley of bananas and cream cinnamon-covered apples and saltwater taffy with an undernote of new wood. A rich creamy palate offers dried orange slices marmalade dried figs mince pie and vanilla cream. The finish has notes of baking spice vanilla more dried fruit and a peppery back note. Delightfully sweet and with good texture following through nicely on the finish. Youthful but balanced and enjoyable."
1446,12,"A rather innocuous bourbon it shows some of the pep that its namesake racehorse surely shares with aromas of banana pudding banana peel lemon vanilla cloves licorice cherry hard candy and cornbread. There’s zingy lemon and orange rose oil vanilla cherry and some herbal flavors on the palate with more banana peel candied fruit and lemon oil on the finish."
1447,12,"Made at Oregon’s Cascade Street Distillery and purporting to be “mountain-style” bourbon this whiskey presents a mix of herbal and fruity aromas to start along with baking spice brown sugar and vanilla frosting. The palate is light-bodied but rich in oak roasted nut dried chili cocoa powder and cigar with dried flower notes when water is added; plenty of oak and dark chocolate on the finish."
1467,12,"Vivacious and fresh aromas of raspberry licorice cookies brown sugar herbal tea and toasted oak. The palate falls a little short of the setup with a light body and some youthful heat driven by oak. Nevertheless orange and lemon peels roasted pecans caramel blackberry nutmeg and black pepper punch through the wood demonstrating a well-executed if simple bourbon."
1448,2,"Dried orange and apricot cherry hard candy and vanilla frosting on the nose along with cantaloupe peanut butter and grainy notes of seed corn. The palate is light spiced and oak-driven with more corn peanuts chocolate sauce and orange oil plus vanilla iced tea citrus oil lemon spice and chili pepper. The finish offers more heft but is light though with some interesting elements on offer."
1449,2,"The nose is dry and chalky with notes of dried leaves dried cherries and raspberries. The palate is also dry with some peppery spice. Water unlocks chocolate and the dryness recedes a bit. The finish is the best part offering orange Creamsicle and vanilla notes though still dry. Water brings out light tobacco leaf. Unusually dry and somewhat ashy with some appealing notes that never quite emerge."
1450,9,"Distilled in 2001 this year’s release is a departure from recent releases which were complex and nicely balanced. It’s more aggressive with tannins and oak dominating and lacking the body and sweetness to balance it. It’s my least favorite of this year’s offerings. Dark chocolate toffee tobacco and dried fruit round out the palate and offer some comfort. Buffalo Trace Antique Collection 2016"
1451,8,"An easy drinker with typical caramel and vanilla notes tinged with herbal flavors of horehound and pine boughs. Nicely balances bright fruit and sweetness with generous rye spice suggesting an oatmeal cookie with vanilla frosting. While not overly complex flavors are nicely integrated with charred oak. (5000 bottles)"
1452,2,"A new brand honoring golf legend Bobby Jones and offering three expressions—a rye a 10 year old Tennessee whiskey and this single-barrel bourbon. The bourbon has a nose of mint red berries blueberries orange slices and pine forest. The palate is smoothly textured and full bodied with generous notes of vanilla spice cedar and pepper. The finish is somewhat oak-heavy but with good texture and pleasant fruit notes. Solid and well balanced. (24000 bottles)"
1453,12,"An aromatic nose reveals chamomile tea dried herbs peanut shells fresh sawdust snickerdoodles brown sugar and stone fruit. The palate is simple but pleasing with black tea licorice bitter nuts dry oak and a touch of cinnamon. It finishes fairly short with pleasant flavors of eucalyptus black pepper and oak."
1454,2,"Pinhook’s first bourbon distilled at Castle & Key Distillery following an earlier release of a rye. The palate is smooth despite the high proof with tart notes of orange peel. Water smooths it out with some pepper and spice emerging against restraining oak tannins. Aged 2 years and 10 months it has a young and dry profile but some pleasant spice and earthy notes on offer."
1455,2,"A pleasant nose of spicy perfumed oak that’s also lightly floral and melds well with notes of coriander and dill pistachio pudding and hints of earthiness and minerality. The palate has plenty of spice and heat with youthful notes of papaya cinnamon salt water taffy bitter chocolate and young oak. Water unlocks more pronounced cinnamon and a light nuttiness improving upon a somewhat youthful finish."
1456,5,"Cotton candy caramel baked apples roasted pecans freshly baked rye rolls and herbs start a truly approachable pour. Its story opens in a spice race: cinnamon nutmeg turmeric and smoked paprika and a slight hint of coffee. A burst of dill hits just before vanilla walks it home to a lovely medium finish. An interesting sipper but remarkable in cocktails."
1457,5,"Cornbread and toffee start this alluring whiskey followed by hints of paprika fruits flowers and caramel. Afterward it opens up into a bakery with cinnamon rolls caramel chews vanilla cupcakes and ginger. Baking spices and earth appear over a medium finish that offers black licorice. It’s well-suited for mixing."
1458,5,"This blend of 6 to 8 year old bourbon is finished for 3 to 4 months in casks that aged Cognac for 12 years. There’s fruit especially dried apricot pear passion fruit grapefruit and cherry. Then caramel oak leather tobacco vanilla and a slight hint of cinnamon. Honestly there’s a textural brandy-and-bourbon struggle but beautiful vanilla and nutmeg surface ensuring it is indeed bourbon. A muted spice comes toward the end with rich caramel. Solid sipper."
1459,5,"A batch of OESO 12 year old OBSV 12 year old and OESK 16 year old. Normally Four Roses expresses a near-patented cinnamon note up front with fruity undertones. Not this time. Earth oak powerfully rich caramel nutmeg vanilla barrel char with slight hints of grain corn syrup and cardamom. Finally the quintessential cinnamon shows over a slightly disappointing medium finish."
1460,5,"This is unique in that it seems to be malt-forward specifically floor malt with oak and cinnamon following. But caramel enters the dance and does so in a big way. Nuances of crème brûlée caramel popcorn maple syrup and caramelized corn with hints of cola raspberry and apple tart. While the flavor is here the finish is just a touch short to put this in elite company. Nonetheless it’s a decent sipper."
1461,9,"The port finish is very evident but not overpowering. A fruit basket on the palate with caramel apple currants (red and black) bramble apricot toasted coconut vanilla wafer and anise. Rich and velvety in texture with a long gently sweet finish."
1462,11,"Smells like bourbon—corn a bit of cinnamon oak—but there’s something else: a touch of doughy sweetness a note of straight wood a twist. Light and pleasant with enough heat to keep it respectable (and likely alive in a cocktail); all the usual suspects are here but without the heavier oak character. Afternoon bourbon."
1463,11,"Full oaky nose with the brash power of youth. Zingy and bright with corn sweet and hot mint chunky oak and a warm spicy-sweet finish. On the front edge of the bell curve for 4 to 6 year old bourbons; plenty of spunk. Not for someone who wants a mellow glass this one's lively. Sourced whiskey."
1464,12,"Oak-forward from start to finish with aromas of new wood fresh and dried flowers oranges candy apple cherry soda and iced tea. Wood fresh apple semi-dark chocolate orange iced tea chamomile and a sweep of spices roll into a cinnamon clove and chocolate finish that remains oak-dominated."
1465,2,"Aromas of orange roasted pineapple lime pine nuts cinnamon and leather on the nose with a cherry-strawberry note. Light refined cherry on the palate with roasted walnuts dark chocolate and light char. Water unlocks bright cherry and chocolate fudge with notes of char and roasted coffee beans. A nutty fruity finish carries on the red berry note along with a swirl of vanilla and chocolate. A deft balance of fruit sweetness and spice."
1466,12,"Buttery nutty and richly spiced this has all the hallmarks of a sherry-finished whiskey—dried fruit hazelnuts chocolate—but retains its bourbon core with strong peanut concord grape jelly and roasted corn aromas. On the palate it’s bourbon first: peanuts cooked cherries and plenty of oak. But the sherry softens and rounds out the mouthfeel adding gentle spice dried fruit and silkiness."
1468,12,"The nose is sweet and wood-driven with butterscotch molasses cookies toasted pecans and a faint floral note. Cinnamon chili pepper almonds orange and candied violets buoy a somewhat thin mouthfeel all rounded off with sweet floral flavors and subtle oak. Six month old Kentucky bourbon that has been “finished” in stainless steel tanks with French and American oak and oloroso  sherry staves."
1469,12,"Grain-forward on the nose with raw peanuts milk chocolate orange pekoe tea grape Pixy Stix and cinnamon Teddy Grahams. Without water the palate is chewy oaky and grain-heavy; with water there’s a delicious Cocoa Krispies flavor as well as walnuts and cinnamon oatmeal. Nutty chocolate and oak on the finish."
1470,9,"Drier on the palate than the 90 with more caramel than honey and more oak spice (especially vanilla) and grip on the finish. Still rather light in personality. However I’m looking for more sweet notes to partner with the dried spice. Price is per 375 ml."
1471,13,"An unusual cask finish for bourbon; the rosé imparts floral and fruity notes on the nose with dried orange peel fragrant oak cotton candy bubble gum and Jolly Rancher. The palate is surprisingly zippy with citrus cinnamon and oak but loses full harmony among its disparate flavors. On the finish there’s more cinnamon along with chicory and oak. The overall journey is a bit uneven. (2400 bottles)"
1472,5,"Some bourbons are balanced or complex; this is an all-around versatile pour with initial notes of lightly toasted oak brown sugar and butterscotch. A fun maltiness concentrated caramel and slight hints of cinnamon and watermelon Juicy Fruit hammer home its sipping potential but its short to medium finish suggests that it’s more suited for cocktails. But hey why not both?"
1473,5,"Caramel and cigar box lead the way but leather comes in strong followed by oak earth and mushrooms. On the palate Nutella and roasted almonds resonate over crème brûlée salt water taffy vanilla icing and nutmeg with slight hints of apple and pineapple at which point I think it really starts to pick up and take on some complexity. Alas the short finish hurts what was a delightful experience."
1474,5,"Cotton candy campfire smoke cinnamon pilsner beer butterscotch and vanilla start a whiskey conversation that’s about balance easy sipping and the pursuit of spice. Around mid-palate a plethora of baking spices—clove nutmeg vanilla cinnamon and allspice—charms the senses. It’s set up to be a great run but the approach softens toward the finish with muted brown sugar appearing. Still the flavor and balance make for a fun sipper and great cocktail mixer."
1475,9,"Sourced from several undisclosed Kentucky bourbon distillers. Well-rounded and nicely balanced with prominent spice (cinnamon clove evergreen powdered vanilla) soft fruit (mandarin coconut apricot hint of pineapple) and toasted nuts all on a bed of caramel. Very versatile: mature enough for pleasurable sipping (but just) and youthful enough to add zing to a cocktail."
1476,12,"Grainy and floral on the nose with aromas of bananas Foster pine resin cardamom lemon iced tea tart blackberries and nougat. Kicky black pepper and cinnamon smooth out with a touch of water yielding banana Popsicle lemon bars roasted pistachios and cigar wrapper. A short finish with toasted oak pecans and nougat."
1477,12,"Vibrantly fruity with strawberry and orange Creamsicle on the nose along with clean hay toasted oak cinnamon caramel and bay leaf. Wood spices on the front palate give way to orange custard pomegranate caramel and cinnamon bread notes with a pop of chili-dusted roasted corn lashed with bitter oak on the finish."
1478,8,"Fairly light in flavor with warm cereal and honey notes laced with aromas of green herbs chamomile and spearmint. Seems well-crafted but the flavors are generally understated offering gentle sweetness and fleeting glimmers of baking spice. Modest body and a touch hot on the finish."
1479,9,"A thick heavyweight bourbon. Older doesn’t always taste older and this 30 year old Jefferson’s tastes younger than its sibling 25 year old. The influence of 30 years in oak is evident with its polished leather tobacco and charred oak. However there’s a surprising sweetness that props up the oak with maple syrup blackberry jam cinnamon roll and vanilla cream. Very even-keeled. Yes it tastes old but with redeeming qualities. Dark and mysterious in personality."
1480,12,"Peanut brittle on wax paper corn pudding orange slices grape Nerds cotton candy and kettle corn on the nose. The palate has plenty of oak Corn Nuts peanuts tea leaf apple white pepper and Fruit Stripe gum though it begs for more proof. It finishes fairly quickly with vanilla and oak. (7000 bottles)"
1481,12,"Fruit-forward on the nose with apples blueberries cinnamon coffee ice cream and chocolate-caramel milkshake. It’s silky and light-bodied in the mouth with a heaping slab of dry oak peanut shells walnuts pepper cacao nibs and orange peel. The oak persists on the finish which is a bit abrupt."
1482,8,"A host of sweet confections—caramel corn candied apples toasted marshmallow bubble gum and gobs of banana taffy—are reminiscent of a warm summer night at the fair. The palate speaks of orchard fruits sweet golden apples and poached pear as hints of peach and cocoa appear on the clean enjoyable and succinct finish."
1483,12,"Cinnamon Red Hots peanut shells almonds burnt sugar pencil shavings and fresh ears of corn on the nose. There’s more cinnamon on the palate as well as milk chocolate Goobers orange oil a pretty floral character and plenty of chewy oak; a few drops of water straighten up the balance. The finish is all about the oak and cinnamon warming and sweet. (2100 bottles)"
